Item Name,Item Level,Role,Tier,Slot / Type,Health Regen,Stam Regen,Healing,Haste,Hit,Penetration,Positional,1H Dmg,2H Dmg,Rng Dmg,Damage %,DiceMod,PDR,MDR,CDR,EDR,PDBR,MDBR,CDBR,EDBR,Combat Mov.,MoveD Resist,Avoid,Resilience,Stun Resist,Daze Resist,Conf Resist,Threat,Block,Block Value,Parry,Riposte,Duration (min),Other Stats,Source (Mob/Quest/Crafted),Set,Notes,Craft Skill,Signature,Recipe Name,Bad Combo,Comp 1,Comp 1 Level,Comp 2,Comp 2 Level,Flux Quality,Flux Level
Outlands Tin Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,4,8,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:15,Imb. Euclase Earring,,40/Euclase,40,10/Tin,30,Rad,15
Outlands Tin Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,4,8,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:25,Imb. Euclase Earring,,40/Euclase,40,10/Tin,30,Rad,25
Outlands Tin Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,4,12,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:35,Imb. Euclase Earring,,40/Euclase,40,10/Tin,30,Rad,35
Outlands Tin Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,4,12,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:45,Imb. Euclase Earring,,40/Euclase,40,10/Tin,30,Rad,45
Northern Zink Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,4,4,,,,,,,4,,4,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:05,Imb. Euclase Earring,,40/Euclase,40,20/Zink,40,Rad,05
Northern Zink Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,8,8,,,,,,,4,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:15,Imb. Euclase Earring,,40/Euclase,40,20/Zink,40,Rad,15
Northern Zink Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,8,8,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:25,Imb. Euclase Earring,,40/Euclase,40,20/Zink,40,Rad,25
Northern Zink Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,12,12,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:35,Imb. Euclase Earring,,40/Euclase,40,20/Zink,40,Rad,35
Northern Zink Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,24,4,,4,,,,,,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:45,Imb. Euclase Earring,,40/Euclase,40,20/Zink,40,Rad,45
Highlands Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,20,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@25:35,Imb. Euclase Earring,,40/Euclase,40,25/Silver,25,Rad,35
Highlands Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,20,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@25:45,Imb. Euclase Earring,,40/Euclase,40,25/Silver,25,Rad,45
Northern Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,8,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:05,Imb. Euclase Earring,,40/Euclase,40,25/Silver,45,Rad,05
Northern Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,12,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:15,Imb. Euclase Earring,,40/Euclase,40,25/Silver,45,Rad,15
Northern Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,16,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:25,Imb. Euclase Earring,,40/Euclase,40,25/Silver,45,Rad,25
Northern Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,24,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:35,Imb. Euclase Earring,,40/Euclase,40,25/Silver,45,Rad,35
Northern Silver Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,28,,,,,,8,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:45,Imb. Euclase Earring,,40/Euclase,40,25/Silver,45,Rad,45
Outlands Gold Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,2,,,4,2,6,,,,,,4,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:30/Gold@30:05,Imb. Euclase Earring,,40/Euclase,40,30/Gold,30,Rad,05
Outlands Gold Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,4,4,4,,,,,,4,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:30/Gold@30:15,Imb. Euclase Earring,,40/Euclase,40,30/Gold,30,Rad,15
Outlands Gold Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,8,4,8,,,,,,4,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:30/Gold@30:25,Imb. Euclase Earring,,40/Euclase,40,30/Gold,30,Rad,25
Outlands Gold Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,8,4,8,,,,,,8,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:30/Gold@30:35,Imb. Euclase Earring,,40/Euclase,40,30/Gold,30,Rad,35
Outlands Gold Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,8,4,12,,,,,,8,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:30/Gold@30:45,Imb. Euclase Earring,,40/Euclase,40,30/Gold,30,Rad,45
Outlands Iron Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,4,4,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:35/Iron@35:05,Imb. Euclase Earring,,40/Euclase,40,35/Iron,35,Rad,05
Outlands Iron Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,8,4,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:35/Iron@35:15,Imb. Euclase Earring,,40/Euclase,40,35/Iron,35,Rad,15
Outlands Iron Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,8,8,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:35/Iron@35:25,Imb. Euclase Earring,,40/Euclase,40,35/Iron,35,Rad,25
Outlands Iron Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,12,8,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:35/Iron@35:35,Imb. Euclase Earring,,40/Euclase,40,35/Iron,35,Rad,35
Outlands Iron Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,12,8,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:35/Iron@35:45,Imb. Euclase Earring,,40/Euclase,40,35/Iron,35,Rad,45
Northern Cobalt Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,4,,8,,,,,,4,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:40/Cobalt@40:05,Imb. Euclase Earring,,40/Euclase,40,40/Cobalt,40,Rad,05
Northern Cobalt Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,8,,12,,,,,,4,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:40/Cobalt@40:15,Imb. Euclase Earring,,40/Euclase,40,40/Cobalt,40,Rad,15
Northern Cobalt Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,8,,16,,,,,,8,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:40/Cobalt@40:25,Imb. Euclase Earring,,40/Euclase,40,40/Cobalt,40,Rad,25
Northern Cobalt Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,12,,24,,,,,,8,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:40/Cobalt@40:35,Imb. Euclase Earring,,40/Euclase,40,40/Cobalt,40,Rad,35
Northern Cobalt Dazzling Euclase Earring,40,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,24,4,12,4,,,,,,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:40/Cobalt@40:45,Imb. Euclase Earring,,40/Euclase,40,40/Cobalt,40,Rad,45
Northern Copper Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,4,20,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:01/Copper@40:45,Imb. Euclase Earring,,40/Euclase,50,01/Copper,40,Rad,45
Northern Copper Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,4,24,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:01/Copper@40:50,Imb. Euclase Earring,,40/Euclase,50,01/Copper,40,Rad,50
Apex Tin Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,16,,,,,,16,,16,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:10/Tin@50:45,Imb. Euclase Earring,,40/Euclase,50,10/Tin,50,Rad,45
Apex Tin Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,16,,,,,,20,,16,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:10/Tin@50:50,Imb. Euclase Earring,,40/Euclase,50,10/Tin,50,Rad,50
Northern Zink Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,12,16,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:20/Zink@40:45,Imb. Euclase Earring,,40/Euclase,50,20/Zink,40,Rad,45
Northern Zink Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,12,16,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:20/Zink@40:50,Imb. Euclase Earring,,40/Euclase,50,20/Zink,40,Rad,50
Northern Silver Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,28,,,,,,12,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:25/Silver@45:45,Imb. Euclase Earring,,40/Euclase,50,25/Silver,45,Rad,45
Northern Silver Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,30,,,,,,12,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:25/Silver@45:50,Imb. Euclase Earring,,40/Euclase,50,25/Silver,45,Rad,50
Apex Gold Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,8,,,16,8,16,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:30/Gold@50:45,Imb. Euclase Earring,,40/Euclase,50,30/Gold,50,Rad,45
Apex Gold Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,8,,,16,8,16,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:30/Gold@50:50,Imb. Euclase Earring,,40/Euclase,50,30/Gold,50,Rad,50
Outlands Iron Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,16,8,,,,,12,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:35/Iron@35:45,Imb. Euclase Earring,,40/Euclase,50,35/Iron,35,Rad,45
Outlands Iron Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,16,8,,,,,12,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:35/Iron@35:50,Imb. Euclase Earring,,40/Euclase,50,35/Iron,35,Rad,50
Apex Iron Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,16,12,,,,,12,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:35/Iron@50:45,Imb. Euclase Earring,,40/Euclase,50,35/Iron,50,Rad,45
Apex Iron Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,16,12,,,,,12,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:35/Iron@50:50,Imb. Euclase Earring,,40/Euclase,50,35/Iron,50,Rad,50
Northern Cobalt Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,12,,28,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:40/Cobalt@40:45,Imb. Euclase Earring,,40/Euclase,50,40/Cobalt,40,Rad,45
Northern Cobalt Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,12,,28,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:40/Cobalt@40:50,Imb. Euclase Earring,,40/Euclase,50,40/Cobalt,40,Rad,50
Apex Dezokhite Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,28,,,,,,24,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:50/Dezokhite@50:45,Imb. Euclase Earring,,40/Euclase,50,50/Dezokhite,50,Rad,45
Apex Dezokhite Flawless Euclase Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,,30,,,,,,24,,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@50:50/Dezokhite@50:50,Imb. Euclase Earring,,40/Euclase,50,50/Dezokhite,50,Rad,50
Northern Copper Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,12,16,12,,,,,,,8,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:01/Copper@40:45,Imb. Olycium Earring,,50/Olycium,50,01/Copper,40,Rad,45
Northern Copper Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,,12,16,12,,,,,,,8,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:01/Copper@40:50,Imb. Olycium Earring,,50/Olycium,50,01/Copper,40,Rad,50
Apex Tin Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,12,8,12,,,,,8,,16,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:10/Tin@50:45,Imb. Olycium Earring,,50/Olycium,50,10/Tin,50,Rad,45
Apex Tin Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,12,8,12,,,,,8,,16,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:10/Tin@50:50,Imb. Olycium Earring,,50/Olycium,50,10/Tin,50,Rad,50
Northern Zink Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,12,8,8,12,,,,,,,8,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:20/Zink@40:45,Imb. Olycium Earring,,50/Olycium,50,20/Zink,40,Rad,45
Northern Zink Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,4,,,12,8,8,12,,,,,,,8,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:20/Zink@40:50,Imb. Olycium Earring,,50/Olycium,50,20/Zink,40,Rad,50
Northern Silver Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,24,12,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:25/Silver@45:45,Imb. Olycium Earring,,50/Olycium,50,25/Silver,45,Rad,45
Northern Silver Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,24,12,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:25/Silver@45:50,Imb. Olycium Earring,,50/Olycium,50,25/Silver,45,Rad,50
Apex Gold Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,8,,,16,12,8,12,,,,,,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:30/Gold@50:45,Imb. Olycium Earring,,50/Olycium,50,30/Gold,50,Rad,45
Apex Gold Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,8,,,16,12,8,12,,,,,,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:30/Gold@50:50,Imb. Olycium Earring,,50/Olycium,50,30/Gold,50,Rad,50
Outlands Iron Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,8,20,,,,,,8,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:35/Iron@35:45,Imb. Olycium Earring,,50/Olycium,50,35/Iron,35,Rad,45
Outlands Iron Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,8,20,,,,,,8,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:35/Iron@35:50,Imb. Olycium Earring,,50/Olycium,50,35/Iron,35,Rad,50
Apex Iron Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,8,24,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:35/Iron@50:45,Imb. Olycium Earring,,50/Olycium,50,35/Iron,50,Rad,45
Apex Iron Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,8,24,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:35/Iron@50:50,Imb. Olycium Earring,,50/Olycium,50,35/Iron,50,Rad,50
Northern Cobalt Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,12,8,20,12,,,,,,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:40/Cobalt@40:45,Imb. Olycium Earring,,50/Olycium,50,40/Cobalt,40,Rad,45
Northern Cobalt Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,12,8,20,12,,,,,,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:40/Cobalt@40:50,Imb. Olycium Earring,,50/Olycium,50,40/Cobalt,40,Rad,50
Apex Dezokhite Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,24,12,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:50/Dezokhite@50:45,Imb. Olycium Earring,,50/Olycium,50,50/Dezokhite,50,Rad,45
Apex Dezokhite Flawless Olycium Earring,50,Any,5 Mythic,Earring,,,,,,,,,,,,,,,,,,8,24,12,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,50/Olycium@50:50/Dezokhite@50:50,Imb. Olycium Earring,,50/Olycium,50,50/Dezokhite,50,Rad,50
Newhaven Copper Flecked Malachite Necklace,1,Any,5 Mythic,Necklace,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@1:01/Copper@1:05,Imb. Malachite Necklace,,01/Malachite,01,01/Copper,01,Rad,05
Flatlands Tin Flecked Malachite Necklace,10,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@1:10/Tin@10:05,Imb. Malachite Necklace,,01/Malachite,01,10/Tin,10,Rad,05
Flatlands Tin Flecked Malachite Necklace,10,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@1:10/Tin@10:15,Imb. Malachite Necklace,,01/Malachite,01,10/Tin,10,Rad,15
Highlands Copper Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,32,,,4,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:01/Copper@20:15,Imb. Malachite Necklace,,01/Malachite,20,01/Copper,20,Rad,15
Highlands Copper Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,32,,,4,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:01/Copper@20:25,Imb. Malachite Necklace,,01/Malachite,20,01/Copper,20,Rad,25
Flatlands Tin Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,28,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@10:15,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,10,Rad,15
Flatlands Tin Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,28,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@10:25,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,10,Rad,25
Outlands Tin Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@30:05,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,30,Rad,05
Outlands Tin Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,4,8,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@30:15,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,30,Rad,15
Outlands Tin Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,4,8,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@30:25,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,30,Rad,25
Outlands Tin Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,4,8,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:10/Tin@30:35,Imb. Malachite Necklace,,01/Malachite,20,10/Tin,30,Rad,35
Highlands Zink Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:20/Zink@20:05,Imb. Malachite Necklace,,01/Malachite,20,20/Zink,20,Rad,05
Highlands Zink Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,,8,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:20/Zink@20:15,Imb. Malachite Necklace,,01/Malachite,20,20/Zink,20,Rad,15
Highlands Zink Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,8,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:20/Zink@20:25,Imb. Malachite Necklace,,01/Malachite,20,20/Zink,20,Rad,25
Highlands Silver Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:25/Silver@25:05,Imb. Malachite Necklace,,01/Malachite,20,25/Silver,25,Rad,05
Highlands Silver Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:25/Silver@25:15,Imb. Malachite Necklace,,01/Malachite,20,25/Silver,25,Rad,15
Highlands Silver Sparkling Malachite Necklace,20,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:25/Silver@25:25,Imb. Malachite Necklace,,01/Malachite,20,25/Silver,25,Rad,25
Outlands Gold Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,4,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:30/Gold@30:05,Imb. Malachite Necklace,,01/Malachite,20,30/Gold,30,Rad,05
Outlands Gold Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,8,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:30/Gold@30:25,Imb. Malachite Necklace,,01/Malachite,20,30/Gold,30,Rad,25
Outlands Gold Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,32,,8,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:30/Gold@30:35,Imb. Malachite Necklace,,01/Malachite,20,30/Gold,30,Rad,35
Outlands Iron Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,16,4,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:35/Iron@35:05,Imb. Malachite Necklace,,01/Malachite,20,35/Iron,35,Rad,05
Outlands Iron Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,16,8,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:35/Iron@35:15,Imb. Malachite Necklace,,01/Malachite,20,35/Iron,35,Rad,15
Outlands Iron Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,16,8,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:35/Iron@35:25,Imb. Malachite Necklace,,01/Malachite,20,35/Iron,35,Rad,25
Outlands Iron Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,16,12,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:35/Iron@35:30,Imb. Malachite Necklace,,01/Malachite,20,35/Iron,35,Rad,30
Outlands Iron Sparkling Malachite Necklace,30,Any,5 Mythic,Necklace,16,12,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,,Crafted,,,Tinkerer,01/Malachite@20:35/Iron@35:35,Imb. Malachite Necklace,,01/Malachite,20,35/Iron,35,Rad,35
Northern Copper Dazzling Malachite Necklace,40,Any,5 Mythic,Necklace,40,,4,4,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,Crafted,,,Tinkerer,01/Malachite@40:01/Copper@40:05,Imb. Malachite Necklace,,01/Malachite,40,01/Copper,40,Rad,05
Northern Copper Dazzling Malachite Necklace,40,Any,5 Mythic,Necklace,48,,4,4,,,,,,,,,,,,,,,,,,,,,4,4,8,,,,,,,,Crafted,,,Tinkerer,01/Malachite@40:01/Copper@40:15,Imb. Malachite Necklace,,01/Malachite,40,01/Copper,40,Rad,15
Northern Copper Dazzling Malachite Necklace,40,Any,5 Mythic,Necklace,48,,4,4,,,,,,,,,,,,,,,,,,,,,4,4,8,,,,,,,,Crafted,,,Tinkerer,01/Malachite@40:01/Copper@40:35,Imb. Malachite Necklace,,01/Malachite,40,01/Copper,40,Rad,35
