Skill,Recipe Name,Flux Quality,Flux Level,Waste of Flux,Trap Combo,Component 1,Component 1 Level,Component 2,Comp 2 Level,Component 3,Comp 3 Level,Product Name,Tier,Role,Item Level,Category,Slot / Type,Weight,AC,AC:Weight,Durability,Health Regen,Stam Regen,Healing,Haste,Hit,Penetration,Combat Mov.,Resilience,Positional,1H Dmg,2H Dmg,Rng Dmg,Damage %,DiceMod,Avoid,PDR,MDR,CDR,EDR,PDBR,MDBR,CDBR,EDBR,MoveD Resist,Stun Resist,Daze Resist,Conf Resist,Threat,Block,Block Value,Parry,Riposte,Other Stats,Done?,Source,Set,Notes
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,10/Cotton,50,"(Lively Mandrake, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,18,,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,10/Cotton,50,"(Lively Mandrake, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,21,,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,10/Cotton,50,"(Lively Mandrake, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,44,n/a,6000,,21,,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,20/Ramie,40,"(Lively Mandrake, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6637,,12,3,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,20/Ramie,40,"(Lively Mandrake, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6843,,18,3,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,20/Ramie,40,"(Lively Mandrake, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6918,,21,3,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,30/Jute,50,"(Lively Mandrake, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,18,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,30/Jute,50,"(Lively Mandrake, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,24,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,30/Jute,50,"(Lively Mandrake, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,46,n/a,6000,,27,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,40/Hemp,40,"(Lively Mandrake, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,18,,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,40/Hemp,40,"(Lively Mandrake, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,24,,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,40/Hemp,40,"(Lively Mandrake, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,30,,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,50/Abaca,50,"(Lively Mandrake, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,24,12,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,50/Abaca,50,"(Lively Mandrake, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,33,18,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,50/Abaca,50,"(Lively Mandrake, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,42,21,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,05/Mandrake,50,50/Abaca,50,"(Lively Mandrake, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,48,21,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,05/Silk,45,"(Ductile Silk, Ductile Silk) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,18,6,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,05/Silk,45,"(Ductile Silk, Ductile Silk) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,24,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,05/Silk,45,"(Ductile Silk, Ductile Silk) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,30,12,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,05/Silk,45,05/Silk,45,"(Ductile Silk, Ductile Silk) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,30,12,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,10/Cotton,50,"(Ductile Silk, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,12,3,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,10/Cotton,50,"(Ductile Silk, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,18,6,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,10/Cotton,50,"(Ductile Silk, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,21,6,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,20/Ramie,40,"(Ductile Silk, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4887,,12,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,20/Ramie,40,"(Ductile Silk, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5093,,18,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,20/Ramie,40,"(Ductile Silk, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5168,,21,3,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,05/Silk,45,20/Ramie,40,"(Ductile Silk, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6918,,21,9,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,30/Jute,50,"(Ductile Silk, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,18,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,30/Jute,50,"(Ductile Silk, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,24,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,30/Jute,50,"(Ductile Silk, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,27,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,40/Hemp,40,"(Ductile Silk, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,18,3,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,40/Hemp,40,"(Ductile Silk, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,24,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,40/Hemp,40,"(Ductile Silk, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4250,,30,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,05/Silk,45,40/Hemp,40,"(Ductile Silk, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,30,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,05/Silk,45,50/Abaca,50,"(Ductile Silk, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,24,12,3,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,05/Silk,45,50/Abaca,50,"(Ductile Silk, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,33,18,6,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,05/Silk,45,50/Abaca,50,"(Ductile Silk, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,42,21,6,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,10/Cotton,50,"(Summit Cotton, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,6,,,,,,6,,,,,,,,,9,,6,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,10/Cotton,50,"(Summit Cotton, Summit Cotton) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,9,,,,,,6,,,,,,,,,9,,6,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,20/Ramie,40,"(Summit Cotton, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6637,,6,3,,,,,3,,,,,,,,,9,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,20/Ramie,40,"(Summit Cotton, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6843,,9,3,,,,,3,,,,,,,,,9,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,20/Ramie,40,"(Summit Cotton, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6918,,9,3,,,,,3,,,,,,,,,9,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,30/Jute,50,"(Summit Cotton, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,12,3,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,30/Jute,50,"(Summit Cotton, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6000,,15,3,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,30/Jute,50,"(Summit Cotton, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,44,n/a,6000,,15,3,,,,,3,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,40/Hemp,40,"(Summit Cotton, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,12,,,,,,3,,,,,,,,,9,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,40/Hemp,40,"(Summit Cotton, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,,18,,,,,,3,,,,,,,,,12,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,50/Abaca,50,"(Summit Cotton, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,24,6,,,,,6,6,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,50/Abaca,50,"(Summit Cotton, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,33,9,,,,,9,6,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,50/Abaca,50,"(Summit Cotton, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,42,9,,,,,12,6,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,10/Cotton,50,50/Abaca,50,"(Summit Cotton, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6000,48,9,,,,,12,6,,,,,,,,,6,,3,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,20/Ramie,40,"(Boreal Ramie, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5525,,6,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,20/Ramie,40,"(Boreal Ramie, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5937,,9,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,20/Ramie,40,"(Boreal Ramie, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,6087,,9,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,20/Ramie,40,"(Boreal Ramie, Boreal Ramie) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,7837,,9,6,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,30/Jute,50,"(Boreal Ramie, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6637,,12,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,30/Jute,50,"(Boreal Ramie, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6843,,15,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,30/Jute,50,"(Boreal Ramie, Summit Jute) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,43,n/a,6918,,15,6,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,40/Hemp,40,"(Boreal Ramie, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,4887,,12,3,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,40/Hemp,40,"(Boreal Ramie, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5093,,18,3,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,40/Hemp,40,"(Boreal Ramie, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,40,Armor,Chest,0,34,n/a,5168,,18,3,,,,,3,,,,,,,,,12,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,50,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,40/Hemp,40,"(Boreal Ramie, Boreal Hemp) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6918,,18,3,,,,,3,,,,,,,,,12,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,25,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,50/Abaca,50,"(Boreal Ramie, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6637,24,6,3,,,,6,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,35,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,50/Abaca,50,"(Boreal Ramie, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6843,33,9,3,,,,9,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Armorsmith,Imb. Cobalt Chain Hauberk,Rad,45,FALSE,FALSE,40/Cobalt,40,20/Ramie,40,50/Abaca,50,"(Boreal Ramie, Summit Abaca) Lined Northern Cobalt Hauberk",,Any,50,Armor,Chest,0,40,n/a,6918,42,9,3,,,,12,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,01/Lean,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,10/Light,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,A,,,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,15/Noble,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,20/Dense,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,30/Robust,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,40/Thick,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,A,,B,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Cedar Buckler,*,*,,,10/Cedar,,50/Tough,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,01/Lean,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,10/Light,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,A,,,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,15/Noble,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,20/Dense,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,30/Robust,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,40/Thick,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,A,,B,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Elm Buckler,*,*,,,38/Elm,,50/Tough,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,01/Lean,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,A,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,10/Light,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,B,,B,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,15/Noble,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,B,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,20/Dense,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,B,A,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,30/Robust,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,B,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
Woodworker,Imb. Fir Buckler,*,*,,,25/Fir,,40/Thick,,–,–,,,Def,,Shield,Buckler,,,n/a,,,,,,,,,,,,,,,,,,,,B,A,,,,,,,,#,#,#,#,,,yes,Crafted,,
