,,,,,,,,,,,,Crossbow of the Raven,33,2 Adv,Sup,Xbow-S,Rng,–,12,36,4,,,,,,0,24.00,16.27,9.18,6.22,0.00,0.00,15.04,11.03,#VALUE!,#VALUE!,8.49,6.22,0.00,0.00,F,Pen,20,125,73.75,15.04,8.49,0.00,,,,0,11.03,6.22,0.00,,,,0,11.03,6.22,0.00,,,15-25,,,–,Veins Odyssey (33),
,,,,,,,,,,,,Cruel Cane,25,6 Legacy,DefSup,Mace-1H,1H,,15,24,4,,,,,14,11,19.50,15.07,7.46,6.32,0.00,0.00,14.36,12.77,0.00,0.00,7.11,6.32,0.00,0.00,F,Hit,30,125,83.75,14.36,7.11,0.00,,,,0,12.77,6.32,0.00,,,,0,12.77,6.32,0.00,,,,,,–,"Lord Shin, Undercroft, Meadowlands",
,,,,,,,,,,,,Crysknife,25,5 Mythic,Str,Dagger,1H,35,6,21,2,,,,,8,11,13.50,9.89,10.33,8.33,3.92,3.17,11.46,7.98,4.01,2.79,11.98,8.33,3.35,3.17,RS,,,,0,7.98,8.33,3.17,Pen,15,100,58,10.26,10.71,3.33,Pen,35,125,88.75,11.46,11.98,3.35,,,,,,–,"Arakus, Undercroft",
,,,,,,,,,,,,Crystallized Great Sword,48,4 Relic,Str,Sword-2H,2H,,22,85,5,25,,25,,,40,53.50,40.74,19.05,20.31,0.00,0.00,49.30,43.44,0.00,0.00,23.04,20.31,0.00,0.00,FR,Hit,5,200,91,49.30,23.04,0.00,,,,0,43.44,20.31,0.00,Hit,3,100,46,46.40,21.69,0.00,,,15-25,,,–,"Drolsc Broodling, Arkhos' Lair, Grimstone Canyon",
,,,,,,,,,,,,Curved Blade of Allegiance,43,5 Mythic,Any,Sword-1H,1H,30,13,45,3,,24,,,8,11,29.00,21.99,14.79,12.36,8.43,7.04,20.58,18.38,6.17,5.51,13.84,12.36,7.18,7.04,R,,,,0,18.38,12.36,7.04,,,,0,18.38,12.36,7.04,Hit,30,125,83.75,20.58,13.84,7.18,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Curved Fang Sword,20,2 Adv,Any,Sword-1H,1H,30,7,16,3,,25,,,,11,11.50,,5.87,4.58,3.34,2.61,0.00,0.00,0.00,0.00,5.13,4.58,2.63,2.61,R,,,,0,0.00,4.58,2.61,,,,0,0.00,4.58,2.61,Hit,30,125,83.75,0.00,5.13,2.63,,,,,,–,,
,,,,,,,,,,,,Cutting Edge,39,4 Relic,Str,Dagger,1H,35,8,36,2,,,10,,5,11,22.00,16.43,16.83,13.89,6.40,5.28,19.21,13.56,6.72,4.75,19.68,13.89,5.77,5.28,RS,,,,0,13.56,13.89,5.28,Pen,15,100,58,17.26,17.67,5.72,Pen,35,125,88.75,19.21,19.68,5.77,,,,,,–,Study in Ember,
,,,,,,,,,,,,Dagger of Allegiance,43,5 Mythic,Str,Dagger,1H,35,9,41,2,,24,,,8,11,25.00,18.96,19.13,15.98,7.27,6.07,22.77,15.84,7.97,5.54,22.97,15.98,6.76,6.07,RS,,,,0,15.84,15.98,6.07,Pen,15,100,58,20.37,20.55,6.69,Pen,35,125,88.75,22.77,22.97,6.76,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Dagger of the Glacier,50,7 Legend,Str,Dagger,1H,35,21,57,2,,,,,17,11,39.00,30.94,29.84,25.89,11.34,9.84,30.18,26.85,10.56,9.40,29.11,25.89,10.26,9.84,F,Hit,30,125,83.75,30.18,29.11,10.26,,,,0,26.85,25.89,9.84,,,,0,26.85,25.89,9.84,,,,,,–,"World Bosses, Grizzled Peaks",
,,,,,,,,,,,,Dagger of the Stabber,40,???,Str,Dagger,1H,35,7,27,2,8,,,,10,11,17.00,12.68,13.69,11.23,5.20,4.27,14.95,10.40,5.23,3.64,16.14,11.23,4.61,4.27,RS,,,,0,10.40,11.23,4.27,Pen,15,100,58,13.37,14.43,4.57,Pen,35,125,88.75,14.95,16.14,4.61,,,,,,–,"Armaven Dramock, Exile Freehold, Redshore",
,,,,,,,,,,,,Daisy Cutter,10,4 Relic,Any,Sword-1H,1H,30,5,14,3,,,9,,,11,9.50,6.73,4.85,3.81,2.76,2.17,7.48,5.74,2.24,1.72,5.39,4.14,2.28,2.18,RSF,Hit,15,100,58,5.74,4.14,2.18,Pen,10,100,53,6.61,4.76,2.22,Dmg,3,100,46,7.48,5.39,2.28,,,,,,–,"Daisy Toad, Dryfoot",
,,,,,,,,,,,,Darkforged Great Axe,30,5 Mythic,Str,Axe-2H,2H,,11,47,6,4,,,,16,40,29.00,22.81,7.59,8.03,0.00,0.00,33.21,24.13,0.00,0.00,11.05,8.03,0.00,0.00,SR,,,,0,24.13,8.03,0.00,Dmg,5,125,58.75,33.21,11.05,0.00,Hit,15,100,58,26.20,8.72,0.00,,,0-10,,,–,"Darkforge, Forgotten Depths, Redshore",
,,,,,,,,,,,,Darkstone Dagger,36,3 Sup,Str,Dagger,1H,35,6,30,2,5,,,,5,11,18.00,12.81,14.22,11.18,5.40,4.25,14.49,10.08,5.07,3.53,16.07,11.18,4.59,4.25,RS,,,,0,10.08,11.18,4.25,Pen,15,100,58,12.96,14.38,4.55,Pen,35,125,88.75,14.49,16.07,4.59,,,,,,–,,
,,,,,,,,,,,,Darkstone Knuckles,36,3 Sup,Str,Fist,1H,35,11,25,2,,,5,,5,11,18.00,13.13,13.77,11.10,5.23,4.22,14.55,10.58,5.09,3.70,15.26,11.10,4.53,4.22,SF,Hit,15,100,58,11.49,12.05,4.29,Pen,35,100,78,14.55,15.26,4.53,,,,0,10.58,11.10,4.22,,,,,,–,,
,,,,,,,,,,,,Darkwater Crossbow,25,3 Sup,Sup,Xbow-S,Rng,,8,24,4,,,11,,,0,16.00,11.44,6.12,4.37,0.00,0.00,12.98,8.17,0.00,0.00,6.94,4.37,0.00,0.00,SR,,,,0,8.17,4.37,0.00,Dmg,5,125,58.75,12.98,6.94,0.00,Hit,15,100,58,8.88,4.75,0.00,4,,,,,–,"Darwater mobs, Undercroft, Flooded Ruins",
,,,,,,,,,,,,Desert Quillshot,15,4 Relic,Str,Bow-L,Rng,,8,26,6,11,,,,,0,17.00,11.53,4.65,3.15,0.00,0.00,10.65,7.82,0.00,0.00,4.30,3.15,0.00,0.00,SR,,,,0,7.82,3.15,0.00,Pen,20,125,73.75,10.65,4.30,0.00,Hit,15,100,58,8.49,3.42,0.00,,,,,,–,Dryfoot,
,,,,,,,,,,,,Dire Pike,20,6 Legacy,Def,Polearm,2H,,9,33,6,,,,,16,40,21.00,,5.36,5.66,0.00,0.00,0.00,0.00,0.00,0.00,6.37,5.66,0.00,0.00,R,,,,0,0.00,5.66,0.00,,,,0,0.00,5.66,0.00,Hit,30,125,83.75,0.00,6.37,0.00,,,10-20,,,–,"Queen Fire Ant, Dryfoot",
,,,,,,,,,,,,Doom Spiked Long Sword,15,3 Sup,Str,Sword-2H,2H,30,7,22,4,,,,,,40,14.50,9.83,5.55,5.26,0.00,0.00,10.49,9.33,3.15,2.80,5.92,5.26,0.00,0.00,R,,,,0,9.33,5.26,0.00,,,,0,9.33,5.26,0.00,Hit,30,125,83.75,10.49,5.92,0.00,,,5-15,8,14,–,"Doomspike, Spinner's Recluse EV, Meadowlands",
,,,,,,,,,,,,Doom Spiked Polearm,15,3 Sup,Def,Polearm,2H,,7,25,6,,,,,,40,16.00,10.85,4.08,3.87,0.00,0.00,10.30,10.30,0.00,0.00,3.87,3.87,0.00,0.00,,,,,0,10.30,3.87,0.00,,,,0,10.30,3.87,0.00,,,,0,10.30,3.87,0.00,,,10-20,15,40,–,"Doomspike, Spinner's Recluse EV, Meadowlands",
,,,,,,,,,,,,Doom Spiked Quarterstaff,15,3 Sup,Sup,Staff,2H,,10,16,5,,,,,,40,13.00,8.81,3.98,3.78,0.00,0.00,9.41,8.37,0.00,0.00,4.24,3.78,0.00,0.00,F,Hit,30,125,83.75,9.41,4.24,0.00,,,,0,8.37,3.78,0.00,,,,0,8.37,3.78,0.00,,,15-20,8,14,–,"Doomspike, Spinner's Recluse EV, Meadowlands",
,,,,,,,,,,,,Dread Maul,15,4 Relic,Def,Maul,2H,,12,24,6,,,,,10,40,18.00,13.43,4.59,4.67,0.00,0.00,17.43,13.65,0.00,0.00,5.96,4.67,0.00,0.00,R,,,,0,13.65,4.67,0.00,,,,0,13.65,4.67,0.00,Dmg,20,50,41.5,17.43,5.96,0.00,,,0-10,,,–,"Dread Stalker?, Wolf+Spider cave, Meadowlands",
,,,,,,,,,,,,Encased Tendril,14,4 Relic,Str,Sword-2H,2H,,9,24,4,,32,,,,40,16.50,11.72,6.31,6.28,0.00,0.00,14.69,11.65,0.00,0.00,7.91,6.28,0.00,0.00,RF,Hit,30,125,83.75,13.03,7.02,0.00,,,,0,11.65,6.28,0.00,Dmg,15,50,36.5,14.69,7.91,0.00,,,5-15,,,–,,
,,,,,,,,,,,,Engstad's Redemption,40,5 Mythic,Str,Dagger,1H,35,8,36,2,25,,,,,11,22.00,14.92,19.58,14.74,7.44,5.60,17.17,11.23,6.01,3.93,22.54,14.74,6.74,5.60,RF,Dmg,3,100,46,15.88,20.84,6.65,,,,0,11.23,14.74,5.60,Dmg,5,125,58.75,17.17,22.54,6.74,,,,,,–,Ballad of the Merry Five,
,,,,,,,,,,,,Exquisite Smith's Hammer,15,3 Sup,DefSup,Mace-1H,1H,,5,23,5,,,,,,11,14.00,9.49,4.28,3.22,0.00,0.00,8.03,7.14,0.00,0.00,3.62,3.22,0.00,0.00,F,Hit,30,125,83.75,8.03,3.62,0.00,,,,0,7.14,3.22,0.00,,,,0,7.14,3.22,0.00,,7,,,,–,"Exile Prospector (Smithy?), Central Veins 2",
,,,,,,,,,,,,Extinguished Torch,10,4 Relic,DefSup,Mace-1H,1H,,9,15,4,10,,,,,11,12.00,8.14,4.89,3.68,0.00,0.00,6.88,6.12,0.00,0.00,4.14,3.68,0.00,0.00,F,Hit,30,125,83.75,6.88,4.14,0.00,,,,0,6.12,3.68,0.00,,,,0,6.12,3.68,0.00,,,,,,–,"Torch, Northreach",
,,,,,,,,,,,,Feral Claws,40,5 Mythic,Str,Fist,1H,35,14,30,2,5,7,,,9,11,22.00,16.43,17.38,14.29,6.60,5.43,20.12,13.51,7.04,4.73,21.28,14.29,6.39,5.43,RS,,,,0,13.51,14.29,5.43,Hit,15,100,58,14.65,15.50,5.55,Dmg,5,125,58.75,20.12,21.28,6.39,,,,,,–,,
,,,,,,,,,,,,Fervent Bloodrite Great Sword,40,6 Legacy,Str,Sword-2H,2H,,15,57,5,,,,9,18,40,36.00,31.00,11.02,11.80,0.00,0.00,37.89,33.21,0.00,0.00,13.46,11.80,0.00,0.00,S,,,,0,33.21,11.80,0.00,Hit,30,125,95,37.89,13.46,0.00,,,,0,33.21,11.80,0.00,,,15-25,,,–,?,
,,,,,,,,,,,,Fervent Bloodrite Long Sword,40,6 Legacy,Str,Sword-2H,2H,,15,51,4,,,,9,18,40,33.00,28.42,12.62,13.52,0.00,0.00,34.73,30.44,0.00,0.00,15.43,13.52,0.00,0.00,F,Hit,30,125,95,34.73,15.43,0.00,,,,0,30.44,13.52,0.00,,,,0,30.44,13.52,0.00,,,5-15,,,–,?,
,,,,,,,,,,,,Fervent Bloodrite Polearm,40,6 Legacy,Def,Polearm,2H,,15,57,6,,,,,18,40,36.00,28.80,9.18,9.83,0.00,0.00,30.86,30.86,0.00,0.00,9.83,9.83,0.00,0.00,,,,,0,30.86,9.83,0.00,,,,0,30.86,9.83,0.00,,,,0,30.86,9.83,0.00,,,10-20,22,40,–,,
,,,,,,,,,,,,Field Tiller,15,7 Legend,Def,Maul,2H,,13,29,6,,20,20,,,40,21.00,16.11,5.36,5.75,0.00,0.00,24.55,17.29,0.00,0.00,8.16,5.75,0.00,0.00,RF,Dmg,3,100,46,22.97,7.64,0.00,,,,0,17.29,5.75,0.00,Dmg,5,125,58.75,24.55,8.16,0.00,,,0-10,,,–,"Stryga, Meadowlands",
,,,,,,,,,,,,Fine Bone-Handled Hatchet,46,3 Sup,Any,Axe-1H,1H,20,14,54,4,11,6,,,3,11,34.00,23.96,13.94,10.87,10.59,8.26,28.31,18.68,5.66,3.74,16.47,10.87,9.46,8.26,RS,,,,0,18.68,10.87,8.26,Hit,15,100,58,20.27,11.80,8.41,Dmg,5,125,58.75,28.31,16.47,9.46,,5,,,,–,Memorial to a Simpler Time,
,,,,,,,,,,,,Fishtooth Dagger,25,3 Sup,Str,Dagger,1H,35,5,17,2,6,17,,,,11,11.00,7.65,8.75,6.75,3.32,2.56,8.48,5.90,2.97,2.06,9.70,6.75,2.69,2.56,RS,,,,0,5.90,6.75,2.56,Pen,15,100,58,7.59,8.68,2.67,Pen,35,125,88.75,8.48,9.70,2.69,,,,,,–,,
,,,,,,,,,,,,Flat Glyph Dagger,20,7 Legend,Str,Dagger,1H,35,6,21,2,,,,,8,11,13.50,,10.33,8.33,3.92,3.17,0.00,0.00,0.00,0.00,11.98,8.33,3.35,3.17,RS,,,,0,0.00,8.33,3.17,Pen,15,100,58,0.00,10.71,3.33,Pen,35,125,88.75,0.00,11.98,3.35,,,,,,–,Capav'lik,
,,,,,,,,,,,,Flowering Long Bow,15,???,Str,Bow-L,Rng,,8,26,6,,5,,,,0,17.00,11.61,4.34,2.96,0.00,0.00,10.81,7.93,0.00,0.00,4.04,2.96,0.00,0.00,SR,,,,0,7.93,2.96,0.00,Pen,20,125,73.75,10.81,4.04,0.00,Hit,15,100,58,8.61,3.21,0.00,,,,,,15 Healing,"Lotus, Karst",
,,,,,,,,,,,,Forsaken Ruffian Dagger,33,3 Sup,Str,Dagger,1H,30,9,39,4,,,3,,5,11,24.00,17.34,9.18,7.33,6.98,5.57,19.08,13.84,5.72,4.15,10.10,7.33,5.84,5.57,RSF,,15,100,58,13.84,7.33,5.57,Pen,15,100,58,17.74,9.39,5.82,Pen,35,100,78,19.08,10.10,5.84,,,,,,–,*** Weaponsmith quest,
,,,,,,,,,,,,Glen's Fine Bronze Sword,10,4 Relic,Any,Sword-1H,1H,30,5,14,3,,,,,,11,9.50,6.44,4.85,3.65,2.76,2.08,6.86,5.26,2.06,1.58,5.16,3.96,2.18,2.09,RSF,Hit,15,100,58,5.26,3.96,2.09,Pen,10,100,53,6.11,4.60,2.13,Dmg,3,100,46,6.86,5.16,2.18,,,,7,,–,"Glen, Noxious Bog, Meadowlands",
,,,,,,,,,,,,Gold-Inlaid Short Sword,35,3 Sup,Any,Sword-1H,1H,30,9,33,3,,16,10,,,11,21.00,15.29,10.71,8.66,6.10,4.94,17.49,13.40,5.25,4.02,12.25,9.39,5.48,5.00,RSF,Hit,15,100,58,13.40,9.39,5.00,Pen,10,100,53,15.44,10.81,5.19,Dmg,3,100,46,17.49,12.25,5.48,,,,,,–,,
,,,,,,,,,,,,Grandmaster's Fishing Pole,25,4 Relic,Sup,Staff,2H,,16,25,5,,,,,,40,20.50,13.90,6.27,5.95,0.00,0.00,14.83,13.19,0.00,0.00,6.69,5.95,0.00,0.00,F,Hit,30,125,83.75,14.83,6.69,0.00,,,,0,13.19,5.95,0.00,,,,0,13.19,5.95,0.00,,,15-25,12,,22 Stamina Regen,"Fisher Cole, Redshore",
,,,,,,,,,,,,Grass Cutter Katar,15,7 Legend,Str,Fist,1H,35,8,13,2,,40,,,,11,10.50,7.54,8.03,6.40,3.05,2.43,6.72,6.01,2.35,2.10,7.15,6.40,2.46,2.43,R,,,,0,6.01,6.40,2.43,,,,0,6.01,6.40,2.43,Hit,30,125,83.75,6.72,7.15,2.46,,,,,,–,"Stryga, Meadowlands",
,,,,,,,,,,,,Grassblade Short Sword,40,2 Adv,Any,Sword-1H,1H,30,10,34,3,9,9,,,,11,22.00,15.12,11.88,9.06,6.77,5.16,12.94,11.53,3.88,3.46,10.17,9.06,5.24,5.16,F,Hit,30,125,83.75,12.94,10.17,5.24,,,,0,11.53,9.06,5.16,,,,0,11.53,9.06,5.16,,,,,,–,,
,,,,,,,,,,,,Great Axe of Allegiance,43,5 Mythic,Str,Axe-2H,2H,,16,72,6,16,,16,,10,40,44.00,35.40,12.39,13.60,0.00,0.00,54.06,38.84,0.00,0.00,18.92,13.60,0.00,0.00,SR,,,,0,38.84,13.60,0.00,Dmg,5,125,58.75,54.06,18.92,0.00,Hit,15,100,58,42.18,14.77,0.00,8,,0-10,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Great Axe of the Glacier,50,7 Legend,Str,Axe-2H,2H,,37,100,6,,50,,,26,40,68.50,62.86,17.47,21.12,0.00,0.00,102.89,75.99,0.00,0.00,28.59,21.12,0.00,0.00,SR,,,,0,75.99,21.12,0.00,Dmg,5,125,58.75,102.89,28.59,0.00,Hit,15,100,58,82.08,22.81,0.00,,,0-10,,,,"World Bosses, Grizzled Peaks",
,,,,,,,,,,,,Great Sword of Allegiance,43,5 Mythic,Str,Sword-2H,2H,,16,72,5,,48,,,16,40,44.00,37.07,13.46,15.25,0.00,0.00,46.87,42.00,0.00,0.00,17.02,15.25,0.00,0.00,S,,,,0,42.00,15.25,0.00,Hit,30,125,83.75,46.87,17.02,0.00,,,,0,42.00,15.25,0.00,8,,15-25,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Great Sword of the Glacier,50,7 Legend,Str,Sword-2H,2H,,36,99,5,,,40,,13,40,67.50,61.91,20.66,25.65,0.00,0.00,80.29,76.87,0.00,0.00,26.79,25.65,0.00,0.00,S,,,,0,76.87,25.65,0.00,Hit,30,,30,80.29,26.79,0.00,,,,0,76.87,25.65,0.00,,,15-25,,,,"World Bosses, Grizzled Peaks",
,,,,,,,,,,,,Grizzly Hatchet,10,6 Legacy,Any,Axe-1H,1H,20,7,17,4,,,,,,11,12.00,8.14,4.59,3.45,3.49,2.63,6.88,6.12,1.38,1.22,3.88,3.45,2.64,2.63,F,Hit,30,125,83.75,6.88,3.88,2.64,,,,0,6.12,3.45,2.63,,,,0,6.12,3.45,2.63,,,,,,–,"Mountain Grizzly Cub, Northreach",
,,,,,,,,,,,,Grovewood Maul,25,3 Sup,Def,Maul,2H,,13,29,6,,,,,,40,21.00,14.24,5.36,5.08,0.00,0.00,19.19,13.52,0.00,0.00,7.22,5.08,0.00,0.00,RF,Dmg,3,100,46,17.96,6.75,0.00,,,,0,13.52,5.08,0.00,Dmg,5,125,58.75,19.19,7.22,0.00,,,0-10,12,12,,,
,,,,,,,,,,,,Guardian Spear,25,5 Mythic,Def,Polearm,2H,,10,40,6,,,,,,40,25.00,16.95,6.38,6.05,0.00,0.00,16.09,16.09,0.00,0.00,6.05,6.05,0.00,0.00,,,,,0,16.09,6.05,0.00,,,,0,16.09,6.05,0.00,,,,0,16.09,6.05,0.00,,,10-20,13,40,–,,
,,,,,,,,,,,,Hammer of Allegiance,43,5 Mythic,DefSup,Mace-1H,1H,,23,51,4,,24,,,9,11,37.00,28.32,14.15,11.92,0.00,0.00,26.72,23.86,0.00,0.00,13.35,11.92,0.00,0.00,F,Hit,30,125,83.75,26.72,13.35,0.00,,,,0,23.86,11.92,0.00,,,,0,23.86,11.92,0.00,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Hartseeker Short Bow,20,5 Mythic,Str,Bow-S,Rng,,8,24,4,,45,,,,0,16.00,,6.12,4.43,0.00,0.00,0.00,0.00,0.00,0.00,6.03,4.43,0.00,0.00,SR,,,,0,0.00,4.43,0.00,Pen,20,125,73.75,0.00,6.03,0.00,Hit,15,100,58,0.00,4.78,0.00,,,,,,–,"King of Harts, Highland Hills",
,,,,,,,,,,,,Harvest Blade,46,2 Adv,Str,Sword-1H,1H,30,13,45,3,,,,,,11,29.00,19.66,14.79,11.13,8.43,6.34,20.93,16.07,6.28,4.82,15.74,12.09,7.24,6.46,RSF,Hit,15,100,58,16.07,12.09,6.46,Pen,10,100,53,18.66,14.04,6.78,Dmg,3,100,46,20.93,15.74,7.24,,,,,,–,Cragscale Caverns,
,,,,,,,,,,,,Hatchet of Allegiance,43,5 Mythic,Any,Axe-1H,1H,20,14,54,4,8,,8,,5,11,34.00,25.16,13.69,11.19,10.40,8.50,30.99,20.57,6.20,4.11,16.85,11.19,9.74,8.50,RS,,,,0,20.57,11.19,8.50,Hit,15,100,58,22.34,12.15,8.66,Dmg,5,125,58.75,30.99,16.85,9.74,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Hatchet of the Carver,40,5 Mythic,Any,Axe-1H,1H,20,13,48,4,,,,,12,11,30.50,23.16,11.67,9.73,8.87,7.39,28.54,19.32,5.71,3.86,14.38,10.57,8.26,7.51,RS,,,,0,19.32,,,Hit,15,100,58,20.98,10.57,7.51,Dmg,5,125,58.75,28.54,14.38,8.26,,,,,,–,,
,,,,,,,,,,,,Hatchet of the Glacier,50,7 Legend,Str,Axe-1H,1H,20,30,75,4,,,,,17,11,52.50,41.65,20.08,17.43,15.26,13.25,52.74,36.15,10.55,7.23,25.43,17.43,15.88,13.25,RS,,,,0,36.15,17.43,13.25,Hit,15,100,58,39.25,18.93,13.62,Dmg,5,125,58.75,52.74,25.43,15.88,4,,,,,–,"World Bosses, Grizzled Peaks",
,,,,,,,,,,,,Heavy Crossbow of Allegiance,43,5 Mythic,Sup,Xbow-L,Rng,,15,71,6,12,,,,6,0,43.00,30.91,11.83,8.50,0.00,0.00,34.52,22.21,0.00,0.00,13.21,8.50,0.00,0.00,SR,,,,0,22.21,8.50,0.00,Dmg,5,125,58.75,34.52,13.21,0.00,Hit,15,100,58,24.12,9.23,0.00,4,,,,,–,Irreconcilable Differences,
,,,,,,,,,,,,Heavy Crossbow of the Prophet,25,3 Sup,Sup,Xbow-L,Rng,,8,32,6,,7,,,5,0,20.00,14.39,5.10,3.67,0.00,0.00,16.14,10.35,0.00,0.00,5.72,3.67,0.00,0.00,SR,,,,0,10.35,3.67,0.00,Dmg,5,125,58.75,16.14,5.72,0.00,Hit,15,100,58,11.23,3.98,0.00,,,,,,???,"???, Forgotten Depths",
,,,,,,,,,,,,Heretic's Great Axe,36,4 Relic,Str,Axe-2H,2H,,15,57,6,5,,,,6,40,36.00,25.87,9.48,9.38,0.00,0.00,35.92,25.61,0.00,0.00,13.16,9.38,0.00,0.00,SR,,,,0,25.61,9.38,0.00,Dmg,5,125,58.75,35.92,13.16,0.00,Hit,15,100,58,27.82,10.19,0.00,5,,0-10,,,–,"Cabal Heretic, Forgotten Depths, Redshore",
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,01/Copper,30,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,16,,,,11,27.00,18.74,10.60,8.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.16,0.00,,,,0,,8.17,0.00,,,,0,,8.17,0.00,8,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,20/Zink,20,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,8,,,4,11,27.00,19.27,10.60,8.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.39,0.00,,,,0,,8.36,0.00,,,,0,,8.36,0.00,8,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,10/Tin,30,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,16,4,,,11,27.00,19.11,10.60,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.34,0.00,,,,0,,8.33,0.00,,,,0,,8.33,0.00,4,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,30/Gold,30,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,16,,,4,11,27.00,19.49,10.60,8.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.49,0.00,,,,0,,8.46,0.00,,,,0,,8.46,0.00,8,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,25/Silver,25,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,12,8,,,,11,27.00,18.52,11.14,8.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.52,0.00,,,,0,,8.48,0.00,,,,0,,8.48,0.00,4,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,35/Iron,35,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,12,8,,,,11,27.00,18.52,11.14,8.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.52,0.00,,,,0,,8.48,0.00,,,,0,,8.48,0.00,4,8,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,01/Pine,30,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,16,4,,,11,27.00,19.11,10.60,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.34,0.00,,,,0,,8.33,0.00,,,,0,,8.33,0.00,8,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,10/Cedar,20,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,12,8,,,,11,27.00,18.52,11.14,8.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.52,0.00,,,,0,,8.48,0.00,,,,0,,8.48,0.00,4,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,15/Mangrove,35,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,8,8,,,4,11,27.00,19.27,10.87,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.63,0.00,,,,0,,8.57,0.00,,,,0,,8.57,0.00,4,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,20/Maple,20,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,4,24,,,,11,27.00,18.96,10.60,8.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.25,0.00,,,,0,,8.26,0.00,,,,0,,8.26,0.00,8,,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,25/Fir,25,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,8,8,,,,11,27.00,18.52,10.87,8.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.29,0.00,,,,0,,8.28,0.00,,,,0,,8.28,0.00,4,4,,,,–,Crafted,
Weaponsmith,Imb. Copper Mace,Rad,35,01/Copper,20,25/Poplar,25,–,–,–,–,Highlands Copper Mace,33,5 Mythic,DefSup,Mace-1H,1H,–,17,37,4,8,8,,,,11,27.00,18.52,10.87,8.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,Hit,30,125,83.75,,9.29,0.00,,,,0,,8.28,0.00,,,,0,,8.28,0.00,8,4,,,,–,Crafted,
